date,close,v,RSI,OT
2010-02-12,76.9,316.13,72.64044943820221,1
2010-02-16,76.05,25.03,72.59966311061194,1
2010-02-17,76.25,11.58,66.6894197952218,1
2010-02-18,76.64,9.3,61.42292490118573,1
2010-02-19,78.74,24.69,59.56917978458981,1
2010-02-22,79.56,16.95,67.48104465037909,1
2010-02-23,79.15,14.9,64.94252873563217,1
2010-02-24,79.68,12.05,73.01038062283737,1
2010-02-25,79.4,10.18,83.64717542120908,1
2010-02-26,80.13,10.65,83.26572008113587,1
2010-03-01,81.91,16.67,84.97267759562837,1
2010-03-02,80.77,15.16,76.39593908629438,1
2010-03-03,82.95,11.88,80.70554355651545,0
2010-03-04,82.68,8.27,75.18923465096721,0
2010-03-05,83.36,8.27,76.13268608414238,0
2010-03-08,82.79,7.88,77.89735099337756,0
2010-03-09,82.47,6.19,75.49180327868854,0
2010-03-10,82.07,5.88,72.23587223587222,1
2010-03-11,82.36,5.53,67.40384615384616,1
2010-03-12,82.24,4.73,63.81443298969069,1
2010-03-15,82.17,4.74,66.13247863247861,0
2010-03-16,82.3,4.54,64.62053571428567,1
2010-03-17,82.5,4.37,67.45495495495493,0
2010-03-18,82.35,3.73,63.37349397590359,0
2010-03-19,82.06,9.72,51.10132158590313,0
2010-03-22,82.37,4.11,63.37792642140474,0
2010-03-23,82.33,5.01,41.927083333333286,0
2010-03-24,81.44,5.78,36.09865470852011,1
2010-03-25,81.7,5.46,29.455445544554607,0
2010-03-26,81.3,4.82,30.749354005168,1
2010-03-29,81.75,3.58,41.00000000000008,0
2010-03-30,81.6,3.62,43.7333333333334,0
2010-03-31,81.27,4.31,35.62005277044858,0
2010-04-01,81.65,3.22,42.71604938271624,0
2010-04-05,81.16,3.6,38.70246085011191,0
2010-04-06,80.91,3.24,34.85838779956441,0
